year,prosperity_index_pred
2025,0.5399217294893598
2026,0.503571093082428
2027,0.503571093082428
2028,0.5307726860046387
2029,0.5307726860046387
2030,0.503571093082428
2031,0.503571093082428
2032,0.5307726860046387
2033,0.5307726860046387
2034,0.503571093082428
2035,0.503571093082428
